review,Aspect
"That is, if the cord touches something, there is an audible sound in the headphones that simply is not exhibited with most other headphones",cord
I bought a pair of the J2's last year and they were great until the cord got pulled out of one of the ear-pieces,cord
When I stretch them almost to the full extent that the cord is straight they intermittently send a shock to my ears,cord
The cord is especially nice - it seems to be Teflon-coated and is very soft with a bit of memory character,cord
A good fit and seal are very easy to achieve either cord-up or cord-down,cord
"Now the fatal flaw:  Even though the sound seems better than it was out of the box, if anything touches the cord even slightly along its entire length, the sound is amplified in the earphones",cord
The headset is worthless; you can hear every sound amplified when you touch the cord; it sounds like I'm wearing a stethoscope to listen to music; every breath I take touches the cord and I hear a rumble along the line; even cheap earphones that I buy from a street vendor for $5 don't do that,cord
The non tangle cord was great as well,cord
"However, after 3 days of occasional use with my laptop, the left earbud stopped working unless I wiggled the cord and held it just right",cord
"I've previously owned the standard Apple (good sound, but let in too much environmental noise), Sony (good sound & very comfortable, but the cord turned to mush w/in 2 months), and a cheap brand whose buds felt like they were made from a old tire",cord
"Good cord strain relief, and MUCH better comfort when laying down",cord
Even the cord is of much higher quality,cord
Pros: Looks good Good fit in ear Perfect cord length Mic works well Bass isn't bad Con: Treble is screweddddd (this con basically outweighs all the other pros for me),cord
"I listen to music very quietly though, so if you had the volume higher it would probably drown out the cord noise",cord
"There is no sliding cord-keeper piece, which helps to keep them untangled",cord
"The left speaker turns off and on randomly, and you have to twist and play with the cord to get the sound back",cord
"I do like that the cord doesn't tangle, the sound quality is good and the carrying case keeps everything clean and in order",cord
"The fit is comfortable for me, and the weight and cord have not been a problem",cord
"The bad news is the cord is about 6"" shorter than the unextended length of the Maximo's",cord
"The cord is of moderate length, but the earbuds just simply won't stay in when you're sweating and moving",cord
Edit: It was windy outside today and the noise it made by hitting the cord for these headphones was louder than the music I was listening to,cord
I was buying these to replace ear buds that had a shorter left ear cord than right ear cord with a 2ft cable extension for regular listening,cord
"After having that feature and using them all the time at the gym, I decided I couldn't live with this long cord in the JBuds and needed to return them",cord
I really just wanted a pair of earphones that when I walked/jogged I wouldn't get the annoying noise through the cord,cord
I had been searching for the best earphones I could get at a good price and have a long cord so I wouldn't have to worry about them always pulling out of my ears,cord
Ordered them and noticed the cord was longer and they fit even more perfectly,cord
So now back to square one with the horrible JBuds 3 that constantly fall out of my ear on top of the already short cord,cord
"And, last but not least, the rubber cord wrap where the wire and the plug meets is already showing signs of cracking -- which I'm sure is only an indicator of the overall build quality of these ""quality"" headphones",cord
"After a few weeks the left side went out, if i jiggled the cord it would sometimes phase back in, then the right side went out",cord
The metal finish and the cord and everything looks absolutely stunning,cord
It's more like a wire than a normal headphone cord,cord
"Not durable enough for me, i use to wrap the cord around my phone and then wires started to show so i stopped that, but then when i would put the headphones in my jacket pocket as i listened to music it got worse to where now I cannot hear anything out of the ear buds",cord
"But with the J3Ms, I already know the track record might mean I don't even get a few months of sound out of one ear",cord
"Anyway, the little rubber things fall off too easy, and I have just had to replace them because the wire has a short in it right where the jack goes into the ipod, and sound only comes out of one side unless you hold the cord steady",cord
probably my sons fault because he wraps the cord around the ipod to put into his pocket and I'm sure they probably tell you not to do that,cord
"Bottom line is, for the money they are pretty good over all, but word to the wise, don't wrap the cord around your mp3 player if you can help it or they might not last too long",cord
"The cable is thick, the construction high quality, and the sound is like I'm sitting in the recording studio",cord
"When I first saw them, I was very pleased; the cord has a nice feel and the case is very convenient with the pouch that hold different earbud sizes",cord
"I've had many pairs of earbuds and do understand that the movement of the cord will be picked up by your ears when you're not listening to music, but this crinkling sound (I think from faulty manufacturing) drove me nuts and actually hurt my ears",cord
"I broke them in according to the instructions, using their website, which helped increase the sound quality of the headphones",cord
"CONS: Just get better headphones, they dont even stay in your ears if you give the cord a tug",cord
"The cord are surprisingly sturdy, and the all-metal body probably won't fall apart any time soon",cord
My complaint with these headphones probably comes down to the type of rubber/plastic used in the cord and the ear plugs,cord
The cord is very rigid almost plastic material and does not stay wrapped up on my arm-band,cord
"For the earbud issue, the cord, and minus the two buttons makes them inferior to the original iphone earbuds",cord
It's most noticeable when listening to something like Sting: the bass and treble are over-emphasized and Sting sounds like he's way at the back of the recording studio somewhere on an improperly-amped mic,cord
"An extra 10-15cm of cord would have fixed this problem, and I recommend that JLab fixes this, too",cord
"The Denons don't have as much bass but are much clearer, sound very smooth, and do not have as much cord noise",cord
"The cord on these ear buds was much, much thinner than the two I mentioned above",cord
I got them because the cord looked more durable and I got an amazing deal at a close-out sale ($1,cord
"The ear buds fit great, the sound was killer and the cord was the only one that did not disintegrate after using it for running for a few months",cord
I am not an exceptionally tall man so the cord length generally wasn't an issue unless I tried to keep it in a coat pocket,cord
It was a nice plastic coating over a braided cord which I thought would make for a sturdy cord that could hold up to the rigors of a 3 day a week runner,cord
"The cord seems pretty strong, though it took a while to get used to the sound conductivity (the cord itself conducts sound into my ears from things like bumping against my chest when I walk or run, rubbing against my shirt, etc",cord
The sound only goes through if the cord is held in a very specific and peculiar position,cord
"The cord was nice and tangle-resistant and there is a generous ratio of metal to plastic in their construction, which is rare to find in a good, affordable set of earbuds",cord
"One negative point I read about this product in other reviews is the ""sound"" it makes when the cord hits something while listening to music",cord
"Considering these are in-ear earphones that tightly sit inside one's ear isolating outside noise, anything that comes in contact with the cord is going to produce a sound that travels straight to the ear and will definitely be noticeable",cord
But don't confused this noise reduction for more expensive headphones which electronically monitor ambient sound levels and adjust accordingly,cord
"i would not recommend this to anyone, they should not cost more than two dollars, as they are poorly constructed, and when you touch the cord while they are in your ears, you hear a lot of noise",cord
"Since the ear fit for this brand is not very powerful, any slight touch on the very long cord disrupted the earphone in the ear, it just slipped out of my ear",cord
"The new pair again, sound quality is great but the mic doesn't work right, producing a heavy feedback sound that makes them petty much useless for recording anything",cord
Probably due to the cord being pulled on a few too many times,cord
"They do look nice, and the cord coils up very well",cord
I really like the design from the cord to the earpiece but it is rather fragile,cord
"PROS: fun colors, long cord, convenient case for portable protection CONS: product reliability/durability - fails in less than a year",cord
"Otherwise really good packaging, good design of the cord, they look like they are made out of high quality material",cord
"They look great, are very comfortable to wear, and the short cord is a good thing for petite folks and youngsters",cord
The biggest problem with them is if you even slightly touch the cord while the headphones are in it sounds like a thunderstorm in your ears,cord
"I received these in record time (the day before the race) and after reading the enclosure and the reviews on Amazon, I ""seasoned"" the earbuds by letting the iPod play overnight at a medium to loud setting",cord
"If I finangle the cord in just the correct way, they work, but otherwise no go",cord
"at first it would crackle in and out when I moved the cord around, and then it conked completely",cord
Fumbling with the cord where it plugs in makes the sound come on and off,cord
I bought these earphones about 6 months ago when the cord on my original iPod earbuds started to strip and you could see the wires,cord
"They fit great for walking around the neighborhood, but the simple swinging of the cord (until I fed them under my shirt) wiggled the buds loose",cord
[[EDIT: I read that wearing them around the ear prevents most of the cord movement noise,cord
Wrapping the cord around your ear rather than letting the cord just dangle gets rid of a considerable amount of the noise you don't want to hear,cord
"Unfortunately, I'm suddenly having problems with the point where the cord meets the plug, and can only use these headphones when the cord is in a particular orientation and I'm not moving",cord
"As far as the headphones go, they fit well, the cord is good and doesn't tangle easily",cord
I would have thought JLab would have reinforced where the cable cord meets the audio jack,cord
"Every time the cord touched something it reverberated into the headset, the sound quality was very tinny and there was absolutely no bass response",cord
"I'm tall, and the cord still dangles almost to my knees when I've got them on, and unless I wrap it up or shove it in my pocket, it catches on everything (door handles, chair arms, EVERYTHING) and rips them out of my ears",cord
"To my dismay, they are going the way of all cheaper headphones and earbuds - the sound changes depending on the positioning of the cord",cord
"So I've got to generally keep the cord straightened, or curved, or whatever in order to get an unaffected listening experience",cord
The adapters (even the cord) seem to be made of poor-quality materials,cord
"However, after about a month of usage, sound started to flicker out of the right earbud, although I could sometimes get it back if I fiddled with the cord enough",cord
"First of all, the length of the cord reveals the height-ist nature of the R&D folks who designed it",cord
"Also, due to material from which the cord is made, the bouncing of the cord against my chest interferes with the sound quality as the it provides it's own soundtrack over my music that can be likened to an off-beat high school marching band bass drum player or the irregular heartbeat of a large mammal",cord
There is also no carrying case so you'll have to figure out some other way of storing and managing the cord,cord
I do like that the cord is of equal length from each bud,cord
"No visible damage either (no frayed cord, etc), so it may be a defect in the manufacturing",cord
"Ordered these thinking they would be good according to the reviews, I was wrong",cord
"The cord on the headphones is alot longer than many headphones, so I also had to wrap the cord around my ipod so it wouldn't get tangled while I exercise",cord
"-----OLD REVIEW------ PROS: extremely loud - volume on the lowest setting - clear, quality sound when playing music; great fit; awesome look; cord doesn't tangle CONS: wanna-be noise canceling blows; gives me a headache! [playing, does, tangle, canceling, gives] [-----, ------, loud, lowest, clear, great, awesome, wanna-be]
",cord
That being said if you are very gentle with your headphones and don't rap the cord than these are for you,cord
More flexible cord lies more naturally and comfortably,cord
"The cord is of generous length and overall, the build of it is pretty solid",cord
"However, on a live recording or anything with a bit of static it becomes very apparent",cord
"Then after about four months, the left ear stopped working unless I turned the cord a specific way and didn't move it at all, which was a pain",cord
The extra length of the JBuds ear buds cord is a plus and the noise canceling properties are effective,cord
The length of the cord doesn't allow for anyone over five feet tall to do so without an arm band,cord
"Dec 23, 2012 7:40:44 PM edu.stanford.nlp.process.PTBLexer next
",cord
"WARNING: Untokenizable: § (char in decimal: 167)
",cord
"Dec 23, 2012 7:40:44 PM edu.stanford.nlp.process.PTBLexer next
",cord
"WARNING: Untokenizable: § (char in decimal: 167)
",cord
*Anti-Tangle cord is amazing and works really well,cord
"The cord is nice and long, and the silicon pieces fit well enough",cord
It is on the brink of being too short to plug into my laptop on my desk and making it to my ears without having a tight cord,cord
I may actually contact JLab support on this to see if this is a normal cord length for the J3 because it is something you see in reviews all the time,cord
"So, as far as sound quality goes, I find these better than the J2, but beware of the cord length",cord
"Still sounds good, but the cord",cord
"From my email to Jlab:  ""The J3 cord is a full 8 inches shorter than my J2s",cord
"Sound quality was fine, but if you move and the cord rub on something, anything, you hear every movement",cord
"I found I could get the sound back for a while if I bent the cord a certain way, but it would simply go out again",cord
"While they looked good and the cord never got tangled, the microphone NEVER worked at all",cord
Updated 7-8-11: No noticeable wear on the cord or ear pieces,cord
"I have found that routing the cord thru my shirt, or tucking it in the collar of my shirt helps most of the time, but does not totally eliminate the thumping noise being transmitted into the earbuds",cord
"Also, it needs more length where the cord splits to left and right sides",cord
"These fit great, but anytime the cord hit my shirt, it was so loud and it sounded like I was using a stethoscope",cord
"Not only is the sound quality different, but the earphone jack and cord are different which leads me to believe that I either received a knock-off version of this product or perhaps they changed the model slightly",cord
the only good thing is the cord is longer,cord
"I can actually hear my feet thumping as I walk, this cord noise drowns out my actual music",cord
I'm used to the tangle-free cord on my Sony MDR-E829V ($7,cord
"I have also started experiencing problems with the sound cutting out on one side, okay on the other, then okay when you jiggle the cord",cord
"After a week of this, the ear buds have become extremely touchy and only work when I hold the cord in a specific position or twist the cord or they just stop working all together",cord
Every little movement of the cord is amplified deep within my middle ear and it is extremely annoying,cord
"I can get the sound back if I wiggle the cord just right, but the sweet spot for that is getting more and more difficult to hit",cord
"I was thrilled with these - they fit great, sounded great (although didn't greatly reduce ambient sound) but after having them for only 3 days - one of the cord had 2 cracks in the black plastic through which I could see the silver wire underneath",cord
"They still work, but I had to wrap the cord in electrip tape where the rips were and it makes an unpleasant lump",cord
"Instead of being able to move while using these headphones, you must hold the cord in a certain position now",cord
"Unless my music is cranked way up, I can hear a loud bumping noise every time I so much as rub the cord",cord
"When I am listening to my IPod wearing these headphones, whenever I touch or move the cord, the sound is amplified through the earplugs and I hear the movement of the cord",cord
The pearlescent pink with metallic details is so sleek and pretty and the design of the cord is such that it never tangles the way my apple earbuds did,cord
"There is no exterior damage and I have always taken extra care to avoid unnecessary bends to the cord, but nevertheless, the wires inside have broken",cord
"This area where the cord connects to the plug is not reinforced, which is a major design flaw, and so disappointing because I loved these earbuds so much, but refuse to purchase them again only to have them break in another year",cord
"In response to other comments I have seen, the cord length works just fine for me, as I am 5'4 and the cord is plenty long enough for my height",cord
"The JBud J2s appear to have a stronger cord/plug connection, but as the J3s are supposedly an upgrade from these, and are much sleeker, I chose the J3s for $5 more, I am considering trying the J2s, but am hesitant to return to try this brand again, and may be better off with Panasonic Slimz, V-Moda Vibes, or MEElectronics M6s",cord
"The JVCs cord is completely stripped to the wires, but they are that much better",cord
"When I received the headphones, I was pleased with the sturdiness of the cord and everything seemed of high enough quality construction to last, but after a little over two months, one of the buds went out, and I ordered a pair of <a href=""http://www",cord
"I use my mp3 player almost exclusively for exercising, and even though I use a clip to secure the headphone cord to my jacket or shirt (to eliminate the tendency of the cord to pull the buds out of my ears), I often find that the buds eventually start to get loose and I need to push them back in, or they get sweaty and I need to dry them off",cord
"The Zune headphones I am replacing have a stem on the bottom of the earphone, which makes it easier to position the buds and push them in- but the JBuds just have the earphone itself and then the cord",cord
I guess I'll take my chances and maybe be a little more careful with how I wrap the cord around my Walkman,cord
"Speaking of which- the JBuds description said they have a ""micro-braided anti-tangle cable"" so I expected them to have the same sort of covering as the Zunes, but instead it looks and feels like any other headphone cord",cord
The first ones I had I would wrap the cord around my iPhone and therefor thought it was my fault,cord
They are comfy have a nice long cord and really do cut down on outside noise,cord
"According to her, the sound is excellent",cord
I loved the color and the sleek design of the cord also,cord
"They fit comfortably in the ear, the length of cord is decent, and the sound was good to me",cord
"They are basically unusable today unless I wrap the cord in a certain way and stay completely still, and even then only one side works",cord
similar sound you'd get if the cord wasn't plugged completely in the device),cord
"Next thing I know,i have to fiddle with the cord just to get both earbuds to work! [know, have, get, work] [Next]
",cord
My kitten chewed up the cord to my old creative ep-630s,cord
"I was very pleased with these headphones until, three months later, one of the headphones got scratchy and then stopped transmitting unless the cord was moved in a very precise way",cord
Now I only occasionally get sound in only one ear at a time if I have manipulated the cord in a very specific way,cord
"But this morning, when I put my ipod on, only the right side had sound (quite low I might add) and the left side would come on if I wiggled the cord",cord
The Buds themselves feel kind of chintzy and you'll have to be careful with the cord -> bud connection,cord
Could jiggle the cord and get sporatic sound,cord
If I moved the cord around it would come in and out but it never stayed on consistently - flashback to when you try to get the sound for a movie in an airplane using your own headphones and you struggle trying to get the jack to go in just the right amount to get sound in both ears,cord
"So I guess buy them if you can make sure you're careful with the cord! [guess, buy, make, 're] [sure, careful]
",cord
"I'm still happy with my J3s for casual use on the train and walking around, but a cord that eliminates this noise issue would go a long ways to improving the JBuds line",cord
"There is also minimal sound transferred to the headphones (and your ears) when the headphone cord rubs against something, another plus",cord
The fit is comfortable and the look cool with the metallic cord and housing,cord
"A longer cord would add value! [add] [longer]
",cord
"I don't know who they had in mind when they made this cord, but it must be for someone with a really long torso",cord
"When you're running, you don't want a long black cord hanging all over the place",cord
In the end I paid $5 extra for an inert bit of plastic on the headphone cord - don't bother,cord
"The cord connection gave out in two weeks, so now I have great mono-sound with comfort, or I have great stero sound by physically holding the cord at a 178 degree angle",cord
"I've bought a few pairs of them since I can't find my previous favorite any longer, and for the price I'm not terribly unhappy, but I continue to look for something that is more comfortable, has a longer cord, and lasts longer, while still looking good =)",cord
"They are small, black-on-black raised letters at the base of each bud at the cord entry point",cord
Bass output is way down from that of the actual recorded music I am listening to,cord
"Sound quality is just fine for me, but if I so much as breathe on the cord, I get a thump, the way you would if you tapped a microphone for a sound check",cord
The sound is kind of dull after a few uses and I need to move the cord in order for the sound to come out,cord
"work well and at a good price, but not very comfortable and if you are bumping it around sound travels through the cord",cord
"However, what we have here are decently constructed ear pieces with a thin nylon type cord, and this covering will not offer much protection, so you will need to be careful",cord
"When I first bought these, I thought they were fabulous -- the cord almost never tangled and the sound was quite good",cord
my only complaint so far is the amount of telescope sound that i am getting through the cord movements,cord
"To keep this in reference, I tried the headphones through a variety of different products and different quality of audio recordings",cord
"While a higher recording definitely sounded better, the same issues with boomy bass and overall muddy sound remained",cord
"Additionally, just sitting at my desk at work - where I primarily use the J3s since they are not good for the gym - often leads to issues just from moving in my chair and having the cord hit the desk, keyboard, etc",cord
"I prefer the build quality of the actual headphones on these over any others I've purchased (and that's many), but I prefer the cord of the J2s",cord
The cord on the J3s doesn't flex well and it's awkward,cord
"The cord is more plastic- y than I expected and very short as we'll, which is an issue for me",cord
The first is the length of the cord,cord
The short cord limits where you can position your music player on your body,cord
"The mouse is stellar in almost all ways - great battery life, great precision movement, great control over response and customizable buttons",battery
The look feel and battery life are fine,battery
"Some improvements over previous model: * The battery is now a standard AA type (sanyo enloop) * The receiver is very small * The mouse can be charged via USB * side scroll is now built into the wheel Overall, the muse feels allot cheaper than previous model",battery
"Logitech people, I hope you rectify and reinvent a new generation of Mice that combines improvements such: The ""Darkfield"", the location of the button to switch between windows and the small ""Unifying"" receiver of the ""Perfomance"" model, with the battery life, ergonomics and original system of rolling of the ""Revolution""",battery
"I tried a new battery, although the battery that was in it was also supposed to be new, to no avail",battery
") Otherwise, it just works fine and battery life is really long",battery
) Sanyo Eneloop rechargeable battery included - one of the best rechargeable batteries on the market,battery
"I really like the thumb groove, the silvery accents, the new Logitech receiver and that you can still see the battery level meter when you're using the mouse",battery
"I was running low on battery so I plugged it into my late 2009 iMac, and immediately got a message saying something along the lines of ""This USB device is drawing too much power",battery
"it travels well as I only use it with my laptop and it is still running on the same battery I put in it on day one, so kudos",battery
"When the battery runs down, just plug it in and keep on using it, pretty slick eh? [runs, plug, keep, using] [slick]
",battery
It is light weight even with a AAA battery,battery
"This is awesome mice, probably the 2nd most comfortable mice (1st was Microsoft) ever I used, battery is rechargeable, customizable buttons, unifying nano receiver was great",battery
"The rechargeable Li-ion battery is a neat feature, and hopefully other wireless products will start to use something similar",battery
The battery life is amazing (they should have made the rechargeable battery replaceable),battery
The battery lasts a REAL long time too,battery
"The mouse has a very nice finish, it feels very comfortable in your hand and I really liked the rechargeable battery",battery
My biggest concern was battery life which I can report is good after having used it for a while,battery
A very nice feature is it uses a AA battery so you can toss a freshly recharged battery while you recharge the one that you used up,battery
"Pros: Small Long battery life Plug-and-Play, no need to setup anything Cons The wheel button makes a VERY irritating noise when turns Stops working sometimes, then you need to push the small button underneath to reset",battery
It only uses a single AA battery compared to the Logitech's 2 AA,battery
"It tracks well, works great with both Linux and Windows, and the battery life is quite nice",battery
Takes a standard AA size NiMH rechargeable battery,battery
"Very easy set up, just plug in and use, like the battery saving features",battery
The rechargeable battery is a nice touch,battery
Just 1 AA battery and use it for a long long time,battery
"At present, still no fix when I finally drummed it into their heads that this was not ""is the battery in"" kind of problem",battery
"Ã— It's very comfortable for a small mouse Ã— Easy to hideaway and take along with your laptop Ã— USB plug connects to the back of the mouse when not in use Ã— The battery life is excellent, one AA battery every 4 weeks - and I'm on my laptop over 8 hours a day",battery
"Not everything has been perfect, the G7 gaming mouse I had required a DAILY battery swap, but an included spare was always charged and ready",battery
"The VX which ran for 6 months on a commonly used battery is an amazing achievement, it's free spinning scroll wheel had a small lever on the bottom the select between ratcheted and smooth scrolling",battery
"I'm currently on my second battery for my second mouse, and while it's great that it's very efficient in its use of energy, it's not worth it in the long run to get this mouse to only have it die on you",battery
All options allows you to use the mouse while it's being charged so you never have to worry about the mouse suddenly non-operational due to the battery,battery
One other thing I wanted to address is the battery life,battery
I was a little skepitcal on purchasing this mouse initially because of multiple reviews talking about bad battery life,battery
The battery life is a tad shorter than I would have hoped,battery
"Besides that battery life, this mouse is designed for right hand users only",battery
"It is a bit chintzy in areas like the battery cover, and the USB dongle, but it's the perfect size and price",battery
"I cannot comment of battery life, but it shouldn't be a problem with some 2200maH NiMH batteries",battery
"My main concern is that after about a month of owning the mouse the scroll wheel lost its sensitivity, now I find scrolling pages in documents to be a real chore, the click wheel has become unreliable and I have resorted to clicking the scroll bar and dragging, this is a major issue for me, I may resort to my old battery powered microsoft mouse, I havn't looked into a replacement yet, but may soon",battery
"Maybe this doesn't actually effect the battery life very much (I've only had it for a few days), but I would have appreciated a manual on/off (and, as another reviewer already said, a carrying case)",battery
"EDIT, March 2005 - I complained about the lack of an on/off switch, but this mouse has lasted for MONTHS on the initial battery",battery
"I like the fact that it's small, and the battery life is good",battery
"It's a convenient size, is nice and light, only requires 1 AA battery (included), and works very accurately and with no delay",battery
"The only way to turn off the mouse (that is, not waste battery power) is to slide the transmitter back into its docking area under the mouse (think closing the refrigerator door to make the light go out)",battery
The battery light indicator is a great feature and it's easy to recharge with the cradle,battery
"It sleeps after 30 sec or so to save the battery life, which so far has been great, I haven't seen it get down to one bar yet, even after hours of continuous use",battery
"However, the fact that the transmitter has to be disconnected from the USB port and placed in the bottom of the mouse to shut the power off and save battery power is very inconvenient",battery
One AA battery can only last about two-three weeks,battery
"I think I'll be going back to my MX1100 mouse - the MX1100 that comes in the Wave Pro combo also allows charging via micro USB and replaceable AA battery, like Performance MX",battery
"] There seems to be confusion in some minds about the battery and charging system, which I believe to be far better than the MX Revolution",battery
"It will use a standard AA battery, chargeable or non-chargeable, and has a charging system for the battery, from which the mouse can be used via USB cable while charging",battery
Just be sure not to use a non-chargeable battery with the charger connected,battery
The signal doesn't transmit vary far and only when there's a fully-charged battery in it,battery
"The battery lasts about 2 days, with 8 - 10 hours of heavy use per day",battery
"I would have liked to see the battery last as long as some of Logitech's other mice that last 12 months on 2AA batteries, but considering the darkfield laser the battery life is understandable",battery
"The battery lasts about as long as advertized, if you use alkaline duracell's anyway",battery
I tried a cheaper battery once and it died much faster,battery
"Not likely you'll need to though, as the green lights on the mouse tell you how much battery life is left, as does the software",battery
"I would seriously consider the smaller VX Revo that has virtually all the same features, but runs on a single AA battery and is much cheaper",battery
"Also one minor complaint is that the mouse itself does not light up to show how much battery power you have left, you have to check the tray on your computer to see",battery
"Battery life is very good, still on the first battery but going to need to change it as it's now down to needing to be charged every few days (used to last a week +), but charging is really convenient, I just leave the cord in the back of the computer all the time and plug it into my mouse when needed",battery
"At first, I was reluctant of purchasing a wireless mouse since I have a bad experience before where I need to replace thebattery every 2 weeks but thisone it's amazing it's been 2 months now and still haven't change the battery",battery
This saves the battery life and makes it easier to store or take around,battery
The battery life is decent; the cradle is a much better way to recharge than a cable; and the mouse tracks well,battery
"com/gp/product/B000IV2WAW/ref=cm_cr_asin_lnk/178-0290149-7694811"">SANYO eneloop 4 Pack AA NiMH Pre-Charged Rechargeable Batteries</a> AA rechargeable battery pre-installed, which was a welcomed surprise as this is a really good rechargeable battery",battery
"Seriously, it's such a shame because this mouse is so gorgeous and its performance while in use is just amazing, but that battery just won't let it do what you need it to",battery
"It really is amazing, but just unmanageable with a 24 hour battery life-cycle",battery
In an effort to not make this ABOUT eneloops let me just say they are the single best rechargeable battery you can buy,battery
"Once the battery is fitted in, the mouse is significantly heavier than a normal mouse which takes some taking used to but is not a problem for every day use",battery
"I like the fact that the receiver slots into the mouse itself for storage, and this also turns the mouse off which helps conserve the battery energy, but on the other hand I would have appreciate a separate switch which would enable me to turn off the mouse without slotting in the receiver, because I often leave my laptop on sleep and it's a pain in the butt to pull out the receiver and slot it in every time",battery
#NAME?,battery
"The storage feature also is the on-off switch for the mouse, saving battery life when not in use",battery
"The reason I returned it is the weight, which really isn't Logitech's fault: the battery plus wireless transmitter has to add weight to the mouse",battery
The external charger that allows you to recharge the battery while continuing to work is a genius idea---someone should have thought of it sooner,battery
"As a frequent traveler, I appreciate that the rechargeable battery can be easily substituted with a regular battery, and that there is no charging dock",battery
This mouse is excellent in every respect except for the battery life,battery
I've replaced the included generic battery with several others in an attempt to find something that would last longer with no luck,battery
"I get that you have this ""nifty"" new laser that tracks on glass, but if it's at the expense of only getting 5-10% of the effective battery life of the previous generation mice",battery
#NAME?,battery
Microsoft states the battery can last at least six months but mine only last for a month in continuous use,battery
no new battery or fiddling seems to be bringing it back,battery
"Then after a full charge, the battery ran down to near empty in about 2 days",battery
"Lastly, the lights indicating battery charge flashed on and off every 15 seconds (which I actually thought was normal albeit a bit annoying)",battery
"First, battery life is acceptable at between 20-25 days",battery
The advertised battery life of anywhere from 6-10 months is simply a lie,battery
I went from about 100 days of use with a double A battery for the vx rev to about 4 days use with the mx,battery
"I cannot yet comment on battery life or charging issues, but after some initial use I did charge it overnight once",battery
"I have to change the battery every 2-3 weeks, which isn't terrible but a little bit of a hassle considering you don't have to worry about anything with wired mice",battery
The mouse feels great and the battery life is decent,battery
"If, however, you are a computer addict, you might want to find something more durable and with better battery life",battery
"On the plus side, after all these months, the battery still lasts a long time, like a week or so",battery
"For those first two months I fell in love with it, but for the price I expect a higher quality battery",battery
"Apparently, the technology that helps extend battery time has the opposite effect on rechargeable batteries",battery
"In terms of battery life, it seems pretty good",battery
"The only think with this mouse is the battery, Need to charge every 2 days",battery
"BATTERY LIFE: A noticeable improvement over the G7, the battery seems to last forever",battery
The MX1100 came with an Eneloop battery which lasts a long time,battery
The MX Performance came with a cheaper Chinese battery that has had to be rechaged three times in the same time period,battery
"They claim the MXP is using too much power, but I think it is just a matter of the cheap battery",battery
"It rattles everywhere: the battery cover, the left and right mouse clickers, and the scroll wheel push button",battery
"The battery life on the mouse could be longer, it doesn't last nearly as long as the VX revolution did, but I had to replace those batteries",battery
"Replaced w/energize 2450 vs 2000 mAH, and came in the next day to find the battery with one bar",battery
"Don't rely on the mouse for good battery, just charge every evening, it's a good product otherwise",battery
Using a USB cable to charge battery while using it like a corded mouse is a stroke of genius,battery
Bonus 1: It comes with a rechargeable AND easily replaceable battery,battery
"Plus the battery compartment is big enough for me to stash a spare Unifying dongle, so if I ever forget or lose the main dongle I always have a backup",battery
"The only downside, and the only reason I didn't give this mouse five stars, is battery life",battery
"It's not all that big a deal, but it would have been great to have longer battery life",battery
"well, it doesn't do cartwheels but the battery lasts and its pretty sensitive; it does everything my previous wired mouse did; reasonable in price; everything i could hope for in a mouse",battery
"I would have given the MXR 5 stars, however the rechargable battery lasts 3 days at 18 hours a day use",battery
"the battery lasts for around three months with average use, which is better than my last mouse, so i can't complain",battery
"This is a great mouse, except the battery life",battery
The rechargable battery included in the box could only sustain two or three days after a full charge,battery
Be prepared for a large investment on battery or you have to recharge the original one every two or three days,battery
"Plug in the transmitter to the proper USB port, insert the included AA battery, and the mouse is ready to use",battery
Charging the battery is a bit of a pain through the USB cord - but at least you can still use the mouse while it is charging - though it feels a bit awkward with a long cord sticking out of the front of your mouse,battery
"I love the mouse, especially because of battery durability, the tiny size of the receiver, the cute look, the smoothness of movement, the nice RF range, and the smooth scrolling wheel that I began to like",battery
The battery compartment is easy to open and the battery easily goes in and out,battery
"I replaced the battery three times with newly recharged, and then brand-new batteries, to no avail",battery
"Everything about this mouse is top-notch apart from Side scroll, which is very difficult to use on this mouse and the battery life, which is very poor",battery
"I have just about managed to squeeze out 2 days of battery life at max, with 7 hours of daily use, which is very low",battery
"But the good news is, that unlike the MX5000 mouse, the battery replacement on this one is a breeze",battery
"I don't know about the battery life, and as long as it doesn't need to be changed very frequently, it doesn't matter cause I use rechargeables",battery
"I have never ever heard of a rechargeable battery than requires recharging every three days! [have, heard, requires, recharging] [rechargeable]
",battery
My options were (a) buy a replacement battery myself (for a 3 week old mouse) or (b) send the entire thing back,battery
Not sure yet when the battery will get real low,battery
"A quick run through: * Runs on a single aa battery - a nice touch * Has 4 buttons - two are awkwardly designed * Boasts the trademarked MS BlueTrack technology - and it actually works! [Runs, Has, are, designed, Boasts, works] [quick, single, nice, trademarked]
",battery
I've changed the battery several times so that's not the problem,battery
"General pros/cons: + Construction/finish appear to be on par with Logitech's previous higher end products + Battery is user replaceable; standard rechargeable NiMH AA (Sanyo Eneloop) + Mouse can be operated in wired mode even with the battery removed + Uses the same ""hyper-fast scrolling"" scroll wheel as found on many other Logitech mice, can be switched from standard operation with detents for small movements to freewheel mode where the wheel spins freely allowing for very quick scrolling through large documents/web pages/etc",battery
"Miscellaneous thoughts: * Would be nice if Logitech included a space for the receiver in the battery compartment &agrave; la the G700, VX Nano, Marathon, etc",battery
