,review,Aspect,preds
789,"Pros:   Strong signal, will feed your all your neighbors with wifi",signal,Strong signal 
790,Router was easy to set up and configure with good strong signal,signal,good strong signal 
791,"Without putting much thought into its position (it is a floor below where I typically connect to it from), my signal strength ranges from 'very good' to 'excellent' (so says windows)",signal,signal strength ranges from 'very good' to 'excellent' 
792,"I can't connect to internet wirelessly, despite strong cable signal",signal,can't connect to internet wirelessly 
793,I have a small low-signal zone in one corner of my house and I thought this product would be the perfect solution,signal,low-signal zone 
794,"Before installing this, I had about a 10% signal at any given time, and it would take about 2 minutes to download 10 megs or so, which is REALLY slow given my cable connection",signal,had a 10% signal 
795,"After the incredibly difficult (I have set up quite a few wireless networks before, and I do IT consulting for a living, so I can only imagine how difficult this must be for someone without networking knowledge to install) setup process, my signal downstairs did improve dramatically, to 95%, but the speed seemed to be reduced even further, to the point where it was near unusable",signal,signal downstairs did improve 
796,"Interestingly, the 5GHz signal is fine, but not all devices support 5GHz (iPhone, iPod, etc do not)",signal,signal is fine 
797,"Both routers I tried were Version-B; however, even though the wireless connection showed 11mpbs, 100% signal strength (since I was only 3feet away), yet was very slow, about 2k transfer from the internet",signal,connection showed 11mpbs 
798,"I have two areas I wanted better signal and I can't seem to place it in an area where it improve both areas at the same time, so I move it 15 ft one direction or the other depending on what area I want to use",signal,can't seem to place it 
799,"After I changed all those settings back, and disabled my wireless router's encryption, used the Auto Config to make the repeater both lights blue (signaling ok to connected to my wireless router)",signal,disabled my wireless router's encryption 
800,"In one corner of my house, my computer was able to pick up the router's signal, but this repeater couldn't! [was, pick] [able]
",signal,couldn't pick up the router's signal 
801,GPS has a very difficult time receiving a signal,signal,difficult time receiving a signal 
802,For multiple laptops and a powerful signal spend $20 more and buy a Linksys,signal,powerful signal 
803,"The set-up was easy and the hard-wired part of the router worked, but it didn't broadcast any wireless signal",signal,didn't broadcast any wireless 
804,"It also puts out such a strong signal that you might not even need a repeater for your current dead spots! [puts, need] [strong, current, dead]
",signal,strong signal 
805,It was difficult to get a satlelite signal and it locked up,signal,difficult to get a satlelite signal 
806,Unfortunately it didn't increase the signal strength and it kept fading in and out,signal,didn't increase the signal 
807,The only good thing I see with this is good wireless signal strength,signal,good wireless signal 
808,If you are using this for just chat and email this is probably an okay router with pretty good signal strength,signal,pretty good signal 
809,signal was strong but there was no Internet connection,signal,no Internet connection 
810,It shows I am connected and it shows I have a strong signal but I am unable to do anything and the little monitor in the task pane indicates it isn't doing anything,signal,little monitor in the task pane indicates it isn't doing anything 
811,2-3 minutes later my laptop will connect to the RE and I am back online with a good signal,signal,I am back online 
812,"The Belkin router won out for three reasons: First, it beat the D-Link in range (distance) tests: It was able to sustain a wireless signal across a greater distance and at a greater strength than the D-Link DIR-655",signal,beat the D-Link in range (distance) tests 
813,I had this router for 2 months and it stopped sending out the wireless signal,signal,stopped sending out the wireless 
814,This device worked well for about 8 months boosting an open signal from a WRT54G router,signal,boosting an open signal 
815,I purchased a laptop from Dell and it received the signal much stronger from anywhere in the house without the range expander than my PC did with it,signal,signal much stronger 
816,"The GPS unit is impressive, but mine kept dropping the satellite signal and recalculating to a different destination",signal,dropping the satellite signal 
817,"I could connect a few feet away, but walk 10 feet and the signal started to fade",signal,signal started to fade 
818,"4 firmware, I am currently running at between about 36% and 52% signal strength, which provides a minimum of 36 mbps, higher than the maximum 27 mbps (54/2) that the WRE54g can deliver",signal,signal strength 
819,"And, because my signal strength is lower, my signal is more difficult for intruders to detect and is less likely to cause interference with my neighboors",signal,signal strength is lower 
820,"If you need more signal strength, consider Linksys's new high strength antenna",signal,need more signal 
821,"Except, my wireless pc upstairs saw the device and the signal boost",signal,signal boost 
822,"* The range of the router was really poor, and I had to purchase an additional anntennae for $50 to make the signal reach through several walls into my living room",signal,range of the router was really poor 
823,The signal must be very small or non existent,signal,signal must be very small 
824,No signal of life after one single day using it,signal,No signal of life 
825,"Remember, even with a 10% signal strength, you are still able to surf the net without a hitch",signal,signal strength 
826,I replaced a Linksys wireless router in the same spot and signal strength is half or less,signal,signal strength is half 
827,"Overall, it does expand my network and gives me higher signal quality, especially when I run my microwave and washing machines which usually interfere with the wireless to some degree",signal,interfere with the wireless 
828,The signal are better than the D-Link 614+ I just bought,signal,signal are better 
829,"At first it seemed fine, but then it could not detect the signal",signal,could not detect the signal 
830,"If I move to the bedroom which is about 25 feet away and has two walls in between, signal floats between medium, poor, and none",signal,signal floats 
831,I did have to move the unit around to get a good signal throughout my two story house,signal,get a good signal 
832,It doesn't have any stronger of a signal than the cheap wireless router I was using,signal,doesn't have any stronger of a signal 
833,Despite the 3 antennas not getting great signal strength on the next floor up,signal,not getting great signal 
834,"It took me less than a half hour to set up and get running with all three of my laptops (including using WEP security), and the signal from the D-Link router is much stronger throughout my house than the Linksys ever was",signal,signal from the D-Link router is much stronger 
835,"Now the internal adapter senses the network, but the signal strength is so low that it cannot sign on for more than a few seconds, if at all",signal,signal strength is so low 
836,After I repositioned the Extender several times I finally did get a decent signal,signal,get a decent signal 
837,"If I don't, my computer shows an excellent signal but I have limited or no connectivity",signal,shows an excellent signal 
838,Pros: -- Great screen: the display is plenty large & bright to see easily Cons: -- Utterly unreliable in acquiring satellite signal,signal,unreliable in acquiring satellite signal 
839,"Leaving Cincy, I had my first taste of what was to become a week of frustration: it was unable to find any satellite signal",signal,unable to find any satellite signal 
840,"I'm on I-71 (flat terrain) on a perfectly clear day and it can't find a signal? ['m, find] [flat, clear]
",signal,can't find a signal 
841,"Two hours later, it finds signal again only to lose them in another two hours when I was on I-81 with another perfectly clear day",signal,loses signal 
842,"getting excellent signal strength all the way by my pool which is approx 45 feet away and behind several walls, tv's and computers",signal,excellent signal 
843,Now I have no signal repeater and have lost the ability to get online with my laptop,signal,no signal 
844,"I followed the directions carefully, and after about the 6th location in my house, I got the two flashing blue lights to go steady indicating it found my household wireless signal",signal,flashing blue lights 
845,<p>Across the hall in the next room my Laptop is at 0%-3% signal on this thing,signal,is at 0%-3% signal 
846,Also signal doesn't seem very strong lots of times,signal,signal doesn't seem very strong 
847,One nice feature that some of them add is a boost to the send/receive signal from the router,signal,boost to the send/receive signal 
848,"Both my laptop, pda cannot identy a wireless signal at all",signal,cannot identy a wireless signal 
849,"I bought this because my router would not get signal to my bedroom, and it's only a single level house, 1800 sq ft",signal,not get signal 
850,"With the booster I had a very strong signal, but could not sign onto the Internet",signal,could not sign onto the Internet 
851,Same spot that we have always connected using the old router at full signal strength in both cards,signal,full signal strength 
852,"The quickest route took me along 45 miles of two lane highway with several traffic signal, only to save 2 minutes over the freeway route! [took, save] [quickest, several]
",signal,several traffic signal 
853,"I called them because the brand new Wireless-G Range Expander (WRE54G) from Amazon was not providing a strong enough signal for my wireless laptop to pick up, even when they were side-by-side and in the same room as the wireless router",signal,not providing a strong enough signal 
854,"After a couple of days, I have a strong signal in every part of the house (2 stories) and usually a 54 Mbps connection",signal,have a strong signal 
855,I purchased the 3700 solely for the 5gz signal,signal,I purchased the 3700 solely for the 5gz signal 
856,"Using multiple settings, updated firmware, more than one laptop, and searching various forums I could not get the 5gz to hold a steady signal",signal,could not get the 5gz to hold a steady signal 
857,"After about 2 hours of mixed signal, changing from dynamic to static DHCPs, etc, I called tech support",signal,mixed signal 
858,Now it has very little signal strength,signal,little signal 
859,I keep the router in my basement near my server and I can get a strong signal anywhere on my property,signal,can get a strong signal 
860,"(7700 sqft lot with a 1850 sqft ranch house with full basement) I don't have any portable devices that use n yet, but my g devices all get strong signal now",signal,get strong signal 
861,"Knowningly I use WRT54GS for router, and even bought HGA7T for ""supposively"" stronger signal strength",signal,stronger signal 
862,I found G is better than N in range of signal,signal,is better than N in range of signal 
863,"The TomTom just grays out the screen to indicate that it doesn't have reception but continues to plot your path at your last recorded speed, then gracefully picks up again when it regains a signal without distracting the user with a pointless button push",signal,grays out the screen 
864,"Matching speedbooster wireless card connects to the internet only when it feels like it, even in the same room as the router and with 100% signal strength",signal,wireless card connects to the internet 
865,The signal strength is good and the product is reasonably priced,signal,signal strength is good 
866,"The signal is strong, and it isn't a huge chunk out of your wallet to buy",signal,signal is strong 
867,There's no real way to tell if this thing will grab a weak signal or not,signal,weak signal 
868,"The installation directions are simple if you don't put a security lock on the device, but I've been in situations with it when it grabs and amplifies the signal, and some when it does nothing",signal,amplifies the signal 
869,"Robust, strong signal - what more could I want? [want] [strong]
",signal,strong signal 
870,"I bought the Netgear WGT624 wireless router and I get FULL signal, thats right, 99% signal where I only got 50-60% (if I was lucky) using my ""Expanded"" Linksys network (with the Linksys high gain antennas too! [bought, get, thats, got, was, using, Expanded] [wireless, FULL, lucky, high]
",signal,99% signal 
871,D-Link DIR-655 Extreme N Gigabit Wireless Router signal strength was no more than half the linksys signal,signal,signal strength was no more than half 
872,I setup my old LInksys in place of this and I can get a full signal in rooms where the Netgear doesn't even show up,signal,can get a full signal 
873,Wireless signal is VERY strong - just stops accessing the outside world,signal,signal is VERY strong 
874,"I noticed that any time my laptop detected multiple wireless signal, my wireless connection would fail",signal,connection would fail 
875,"It only worked when I gave it to my parents, who live in a remote area where no other wireless signal can interfere with the Linksys wireless",signal,wireless signal can interfere 
876,atleast for me as I sit about 12-15 feet from the router and get Excellent signal at 54 Mbps and can transfer large files(when it doesnt keep disconnecting) with amazing speeds,signal,get Excellent signal 
877,"I had to purchase an additional reception antennae for the computer 45 ft away from the router in order to get ""good"" signal strength",signal,"get ""good"" signal "
878,Then it took 5 minutes more to set up my 2nd computer to the wireless signal,signal,took 5 minutes more to set up my 2nd computer 
879,"I tried just about everything, including updating the latest firmware, but still no luck with signal improvement",signal,no luck with signal improvement 
880,Although this isn't a long range router the signal reaches through my walls and into another room,signal,signal reaches through my walls 
881,Many times I reset the router and the signal came back,signal,signal came back 
882,"This also includes some direct router connections, not just the wireless signal",signal,wireless signal 
883,I get strong signal in my bed room closet that is at the other end of the house that WRT54G had trouble,signal,get strong signal 
884,"As a concrete example, in the next room a mere 20 feet away with nothing in between other than a little drywall, I only get 2 signal bars on my Kindle",signal,only get 2 signal bars 
885,There are four routers in my neighbors' surrounding houses which are penetrating my house with a stronger signal than this router IN the house,signal,stronger signal 
886,"It doesn't supply a decent wireless signal within a regular house, even at short ranges",signal,doesn't supply a decent wireless signal 
887,Wirless signal very average and not upto its class as claimed in the product description 3,signal,signal very average 
888,"Email support was able to verify what I told them, that my router radio signal were defective",signal,signal were defective 
889,Pros - easy setup Con - crap range and signal strength - overpriced - Broke after 3 months of use - unit is garabage,signal,crap range 
890,"However, when I moved approximately 20 feet from the base, the quality of the signal was very poor and did not work",signal,signal was very poor 
891,My router simply decided to stop sending wireless signal a little over a year after I bought it,signal,stop sending wireless signal 
892,Problem is that I still get marginal signal sitting only 2 feet away from the router and it still drops connection every half hour and I have to spend a lot of time getting it to work,signal,drops connection every half hour 
893,Sometimes it is slow to pick up the signal so I can not give it 4 stars but it is a good product that is easy to use,signal,slow to pick up the signal 
894,Had trouble with the auto programming due to a WIFI network in my neighborhood over took the signal from my router,signal,took the signal 
895,"However, remember you wanted wireless, so don't complain about signal strength when you're 100 feet away from the router",signal,complain about signal strength 
896,"Without this problem, this unit is very good with a big screen and fast capturing of satellite signal",signal,problem with the big screen 
897,The first problem you might encounter is obtaining a signal,signal,problem you might encounter 
898,"foot house, boosting a weak or low signal to excellent but you must have the Expander placed nearby your farthest laptop or work station for it to work",signal,weak or low signal 
899,All in all it was 58-59 minutes of screwing with the PC and 1 minute to verify that the Mac could find the signal,signal,screwing with the PC 
900,"I live in a studio, and the strength signal bars (Mac computer)would go down considerably by just going to my back porch",signal,signal bars (Mac computer)would go down 
901,"When I replaced it with the dlink I could not get a signal in the far end of my house where the bedroom is, plus my iphone could not connect even on the deck! [replaced, get, is, connect] [far]
",signal,could not get a signal 
902,"I eventually got a signal, but the speed was actuallly slower",signal,got a signal 
903,"This router does not produce a reliable signal, once a day it has to be unplugged and plugged back in which never happened with my old router using the same ISP",signal,does not produce a reliable signal 
904,"I think the 614 is higher powered in terms of signal, but its software or electronics or both are faulty",signal,software or electronics or both are faulty 
905,"I developed a scheme: each day, power down the unit and power it back up, to keep signal strong, etc",signal,keep signal strong 
906,I live in an all concrete house and my laptop upstairs has no problem getting the router downstairs and the signal is strong,signal,signal is strong 
907,"The Netgear doesn't seem to punch through walls as well and the signal to the guest house on his property -- about 50 feet away, is much poorer than the Draytek",signal,doesn't seem to punch through walls 
908,"Then went to other side of apartment, where the old apple airport would still give 5 out of 5 signal strength",signal,old apple airport would still give 5 out of 5 signal 
909,Takes too long to locate a GPS signal,signal,Takes too long to locate a GPS signal 
910,So when the signal gave me 5 glorious hours up uninterrupted service I got cocky,signal,signal gave me 5 glorious hours up uninterrupted service 
911,"I have not yet used the Linksys wireless notebook card, but the Microsoft wireless notebook card I have is giving ""low"" and ""poor"" signal strength readings 40 to 50 feet away indoors",signal,"""low"" and ""poor"" signal "
912,"I will try raising the router higher and later, if I have to, I'll get a Linksys signal booster, but I shouldn't be having these problems at such short ranges",signal,"signal booster, but I shouldn't be having these problems "
913,"The thing is, it needs to sit in a ""sweet spot"" between your router and the receiving device so the router signal isn't too weak, and neither is the extender's",signal,signal isn't too weak 
914,Before I even called customer support I had 2 blue lights and a full signal on my wireless comp but I couldnt access the internet,signal,had 2 blue lights 
915,"100BaseTx users can continue to use the net, but signal strenght on wireless connections drop from 68-84 down to 0! [continue, use, drop] [100BaseTx, wireless]
",signal,signal on wireless connections drop 
916,"No matter what channel I selected and after applying the latest firmware and recommended technical support troubleshooting, the signal strength was always ""very low"" and communication from the remote PC via the WUSB54G adapter was consistently intermittent",signal,"signal strength was always ""very low"" "
917,"4, and the signal strength is full-on (at least that is consistent), so I don't see why I am not getting better performance",signal,signal strength is full-on 
918,Called technical support and was told that the signal could not go through the floor and a few walls,signal,could not go through the floor 
919,Having moved to a bigger house I noticed my wireless signal weakened a bit so I decided to purchase the Liknsys Wireless Range Expander,signal,signal weakened 
920,"After setting it up and talking to tech support for  2 hours, I still get the exact same signal (very low) as I did with the old g-class router",signal,get the exact same signal 
921,I have a 1850 sq ft house and I wanted to be able to use the wifi in the back yard but didn't get much of a signal with this Linksys,signal,didn't get much of a signal 
922,Belkin has slightly stronger signal and I've been very happy with it,signal,stronger signal 
923,i bought this router hoping to get signal range improvement over my current belkin 54g router,signal,signal range improvement 
924,Only pro's would be that when it worked it sent out the wireless signal a lot farther then some of the linksys routers that I have used,signal,sent out the wireless signal a lot farther 
925,I wouldn't but another one the range sucks on it unless you plan on being in the same room or very close to it don't expect to get a good signal,signal,range sucks on it 
926,"If you're willing to spend the time to get it to work, it gives great signal! ['re, spend, get, work, gives] [willing, great]
",signal,signal!
927,"with only two bars of signal strength, but it just seems to me that the performance should be a little better",signal,signal strength 
928,I've used this product for about 5 months or so and was a bit disappointed with the signal strength of my computer connected to the adapter after the first hour of using it each time,signal,disappointed with the signal 
929,"When you first plug in the adapter to the network, its signal strength is described as ""excellent""",signal,"signal strength is described as ""excellent"""
930,"I would expect that the signal strength would not fade to minimal or none after viewing that description, but after short usage or minimal intereference (i",signal,signal strength would not fade 
931,"The average signal strength is now mostly ""very good"", every now and then rising to ""excellent"" or falling to ""good""",signal,"signal strength is now mostly ""very good"" "
932,The product is good as far as signal strength and range,signal,signal strength 
933,"I wanted extended range so my iPhone would get a stronger Wi-Fi signal in my basement, but it's really no different",signal,get a stronger Wi-Fi signal 
934,"The extender seems to TRY to boost weak signal, but garbage in is essentially garbage out, despite it saying 100%",signal,weak signal 
935,"I will routinely have full wireless signal strength, but the router will lose it's internet connection",signal,lose it's internet connection 
936,"This replaced a Netgear BEFW11S4 router, which was hideously inept at keeping its wireless signal up or doing port-forwarding",signal,hideously inept at keeping its wireless signal 
937,"I'm inside my house trying to plan a route, I really don't want to go outside and drive around to acquire a signal",signal,acquire a signal 
938,"But when I moved the device to a more distant part of my network (once again with solid blue light on), the broadcast signal was no stronger than when the device was disconnected",signal,signal was no stronger 
939,"<p>That said, my computers on two separate floors are enjoyning high signal strength and  shared internet connection",signal,enjoyning high signal 
940,"Worked just fine a distance of four feet computer next to unit), but unable to get any signal for other two computers that are upstairs",signal,unable to get any signal 
941,"I purchased my router from bestbuy, and after a month of use, I kept getting disconnected from my wireless connection and the signal would decrease as soon as I connected",signal,signal would decrease 
942,"Strong signal, good interface, and streamed data perfectly",signal,good interface 
943,"If your home is large or has thick walls, I wouldn't expect the signal to travel through every part of it, however",signal,signal to travel 
944,My first complaint is that the router comes with the signal strength at a default of 50%,signal,signal strength at a default 
945,Called technical support and was told that the signal could not go through the floor and a few walls,signal,could not go through the floor 
946,Literally need to stand next to it to receive full signal strength,signal,need to stand next to it 
947,The little light stayed red (instead of blue) indicating that it couldn't find an Internet address even though it was well within range of the signal,signal,couldn't find an Internet address 
948,"In most cases during my attempt at configuration, the Expander's signal was one ""bar"" less than the original Access Point in the basement",signal,"signal was one ""bar"" less "
949,"I have this router set up in my basement, and I receive the signal on the second floor my house",signal,receive the signal 
950,"Currently, although I am happy (sadly enough) to say I can use the internet with this darn thing hooked up, I cannot get it to produce a wireless signal",signal,cannot get it to produce a wireless signal 
951,"I generally got around 75% signal strength with that unit, whereas the WNDR3700 did achieve a signal strength into the room around 95% (it just did not get along with the dlink adapter)",signal,did not get along with the dlink 
952,The old MSN version with connected cellular signal produced a color coded road map that displayed (on 2D) all highway traffic conditions in the area of the map - over large areas if zoomed out and over more focused ares if you zoomed in,signal,color coded road map 
953,The lifetime free traffic only works in larger cities (dependent on a relationship with a broadcast FM station to use a portion of their signal),signal,lifetime free traffic 
954,It works fine I have good signal strength where I need it,signal,signal strength 
955,", when WRE54G is on my network, it provides great signal in the room where it's installed, and it works at first, but after a time it fails to allow Windows to pull a valid IP address, resulting in no Internet access",signal,fails to allow Windows to pull a valid IP address 
956,"I'm moving on to try the HGA7T instead - a fraction of the price of the WRE54G, much simpler solution that should be ""good enough"" and provide a stronger wireless signal that has better coverage than a single room (oh yeah, the WRE54G supposedly only boosts the signal significantly in the room in which it's installed, and the antenna should increase the signal broadly around the house)",signal,I'm moving on to try the HGA7T instead 
957,This is important if you want to replace the antenna with a larger one or attach a signal booster,signal,attach a signal booster 
958,"Many of these signal-boosting products state that they are compatible with the WRT54G, but they are not always",signal,signal-boosting products state that they are compatible 
959,<p>The router signal strength is adequate but not impressive,signal,signal strength is adequate 
960,I had to try two wireless cards in my PC before getting a signal (but this may have been the fault of my first wireless card),signal,tried two wireless cards 
961,"I thought I would buy one for myself, but it didn't work the same way and it kept losing the satellite signal",signal,losing the satellite signal 
962,But dont expect to go a hundred yards into the public park and get a signal,signal,get a signal 
963,"Immediately saw increase in signal strength on all my computers with wireless adapters (desktop with linksys usb wireless adapter, dell laptop with intel wireless minicard, dell laptop with pcmcia wireless adapter)",signal,signal strength on all my computers 
964,"I unplugged the range expander, and my internet speed rates increased back to my normal rates, albeit with a reduced signal strength",signal,reduced signal 
965,"We (Cisco and I) eventually got it in sync with my wireless router but it only amplified the signal by approximately ten feet, if that",signal,amplified the signal 
966,I find it amazing that I was replace a 2Wire a/b/g router with one rated at n only to receive a poorer signal,signal,receive a poorer signal 
967,"With Linksys support on the phone, we figured out that the link was in fact increasing the signal percentage on other laptops in the house",signal,link was in fact increasing the signal 
968,"The signal strength says 60%, but that does not seem sufficient",signal,signal strength says 60% 
969,"During the few times that I have used this GPS I found outthat sometimes it would not find the satellites at all, and you will only get a red (x) @ where the signal strength icon is, then you are stuck",signal,"signal strength icon is, then you are stuck "
970,Nothing but a pain in my butt week signal and my computer is literally only 20 feet away they say thick wall affect it but I dont think they are that thick,signal,pain in my butt week signal 
971,Like many of us I needed to expand my wireless signal to another building,signal,needed to expand my wireless signal 
972,"The wireless signal was decent, but not a significant improvement  over my 802",signal,signal was decent 
973,Another real plus was the range of the wireless signal on both G and N,signal,range of the wireless signal 
974,"If signal strength is better with the battery out or worse with the phone in use, do NOT buy an expander",signal,signal strength is better 
975,"Wireless clients show strong signal strength connecting to the box, and indeed the box's 'wireless lan link' light is lit",signal,'wireless lan link' light is lit 
976,"It does not give you stronger signal than any other unit! [does, give] [stronger, other]
",signal,does not give you stronger signal 
977,It covers a two-story home with signal strength over 50% every corner,signal,signal strength over 50% 
978,"Overall, I am very happy with the way this router works, it has a strong signal and allows me to work at the levels I would expect from a wired connection",signal,has a strong signal 
979,8Ghz signal was 2 bars higher than the 5Ghz just one room away,signal,signal was 2 bars higher 
980,"The first one worked for a little over a year, and suddenly stopped broadcasting a wireless signal",signal,stopped broadcasting a wireless 
981,The signal is line of site with some ability to bounce into an adjacent room,signal,signal is line of site 
982,We've had this router for about 10 months and it's now sending very weak and intermitent signal,signal,sending very weak and intermitent signal 
983,I was hoping this product would raise my poor signal I had downstairs,signal,poor signal 
984,"And often I have the signal, but not the internet connection, and that's a problem of the router, because when installing again my old router, all these problems stops",signal,not the internet connection 
985,I bought this router and I would get signal only about 25% of the time no matter how close I was to the base,signal,get signal only 
986,Their customer service people had no idea what to do and told me other people's router were crowding my signal (I live in New York City),signal,crowding my signal 
987,"Not to mention that if highway traffic really IS bad enough that it should be avoided, by the time the FM signal gets picked up and the 1490t churns through the data, it's already too late",signal,signal gets picked up 
988,"My Porsche is fast but faster than a gps signal, I don't think so",signal,faster than a signal 
989,"I owned this router for 9 months, works perfectly once I tried and error to different version of firmware and connection is speedy, steady and no drop signal",signal,connection is speedy 
990,"I tried to upgraded and downgrade a few firmware, nothing improve to the signal strength",signal,nothing improve to the signal 
991,"How annoying when at the same time, my next door neighbor's Linksys router is sending a nice clear consistent signal",signal,is sending a nice clear consistent signal 
992,"What's worse, it doesn't like someone trying to connect directly to the Expander itself; remember, it's nothing more than an access point at its core, so it should still be broadcasting a local signal which should do a private IP; it does, then shuts down and refuses connections",signal,shuts down and refuses connections 
993,"My environment is not electrically noisy, either - this thing just doesn't have the power to do anything but short line of sight transmission, and connections die while the status monitor still reports signal strength as ""very good""",signal,short line of sight transmission 
994,"Works pretty good until you or your neighbor get that microwave oven going, then signal's gone even if the router is within 10 feet from you",signal,signal's gone 
995,"Works well, sometimes there are some issues with the signal probably because there are a lot of wireless router on the same building",signal,issues with the signal 
996,4 Ghz cordless phone or a microwave oven thats interferring with the router's signal,signal,microwave oven thats interferring 
997,********************************************* NETGEAR WPN824v2:  Has a standard signal strength,signal,Has a standard signal 
998,"D-LINK DIR655:  Has adjustable signal strength (low, med, high)",signal,Has adjustable signal strength 
999,"I receive service downstairs, but the signal strength is on the low",signal,signal strength is on the low 
1000,"Finally, I got it to worked and the signal strength on my laptop and iPhone downstairs were at full strength",signal,signal strength 
1001,"pros: -large display -free traffic -good signal reception (locks to satellites fast) cons: -poor lane assist, often times shows way too early and disappears too quickly -traffic information takes too long to show up -sometimes suddenly changes to a different location and doesn't recognize where you are -menu navigation is bad",signal,doesn't recognize where you are 
1002,"Oh, and by the way, the main reason I got this product was to see if it would have better range and signal strength than my Linksys WRT54GS",signal,better range and signal 
1003,"All the lights indicate it is still working fine, and my hard wire connection to the cable modem works great, but no signal emits from the wireless router",signal,no signal 
1004,The signal it does put out is so weak it's impossible to get a clean enough signal to enable 128bit encryption,signal,signal it does put out 
1005,The wireless-G router can be on for so long before it stops sending signal or internet,signal,stops sending signal 
1006,I left mine on all day everyday and found that it has a lot of problems sending signal and communicating with wireless cards (laptop and wireless computer),signal,problems sending signal 
1007,"For some reason, they scratch out the serial number to signal that they won't support their refurbs",signal,scratch out the serial number 
1008,"Linksys knows this and has corrected the same problem with early models of its wireless routers (I use one and the Mac sees and can use it, but with an extremely low signal, thus the need for an expander",signal,extremely low signal 
1009,This model of the Netgear WGR614 Wireless-G Router disconnects the internet signal whenever the digital phone is in use,signal,disconnects the internet signal 
1010,"The bottom line was that using any other combination of computers, routers, adapters, and positioning of the devices resulted in our typical 1-2 bar signal strength with a positive internet connection",signal,signal strength 
1011,Both the one at my home office and the one at our business office have done the same thing -- simply stopped being able to connect to the internet after a couple of months even though the signal strength was great -- and they only worked for a few days after the firmware download that the tech support people walk you through (or that you can do for yourself),signal,stopped being able to connect to the internet 
1012,It has a strong signal and will dominate your devices,signal,has a strong signal 
1013,"If it weren't for the excellent wireless signal stength that I now have throughout the home, I'd never give this more than lowest rating",signal,excellent wireless signal 
1014,The laptop is usually just a few feet from the router so the signal strength is usually Excellent,signal,signal strength is usually Excellent 
1015,"I'm in a lab, with perfect Ethernet connections on both the WAN and LAN sides of this router (no ISP involved), and my wirelessly connected computer is sitting feet from the thing, so there's no ""bad signal"" issues",signal,"""bad signal"" "
1016,"4 GHz channel and this band has only 3 non overlapping channels - 1,6, & 11; 5 GHz signal is reduced more when passing through walls etc",signal,signal is reduced 
1017,But low range of 5 GHz signal through walls and physical obstacles limits the real world utility of this router,signal,low range of 5 GHz signal 
1018,"Unless you are going to use the 5 GHz signal within 15 feet, you do not really need it and can save money by buying single band regular 802",signal,do not really need it 
1019,It gives me the strongest signal and easier to config the router when compare to Belkin and SBC 1(gave that away so can't remember the brand),signal,SBC 1(gave that away so can't remember the brand)
1020,"After some fiddling, it gave me 40% to 50% signal strength through my house's aluminum siding and out to the edge of my back yard",signal,signal strength 
1021,"<p>You have to play with the two little antennas, however, to get the best signal strength",signal,play with the two little antennas 
1022,)  <p>People who gripe about signal strength should remember that they are dealing with high radio frequencies,signal,gripe about signal strength 
1023,"Just as your body moving around the room, as well as many other things, can interfere with FM radio signal, it can interfere with a home network wireless signal",signal,interfere with FM radio signal 
1024,At first I placed it where old one was but I could get signal on my laptop in a bedroom,signal,could get signal 
1025,"Set-up was very easy on the Netgear, but having to buy 2 units and both not working, I changed to the Linksys WRT54G and never have had a dropped signal yet",signal,dropped signal 
1026,"The extender now works, though the signal, while adequate, is not as strong as I had hoped",signal,"signal, while adequate, is not as strong "
1027,"One problem I had was that during setup, because the wireless signal was cut off, my laptop, without my realizing it, connected to a neighbor's very weak unprotected signal",signal,wireless signal was cut 
1028,The Garmin Nuvi 1450LMT is hands down the worst at holding a signal from the satellites,signal,worst at holding a signal 
1029,The signal was also very strong and I was geting about 50 mbps downstairs in my townhouse,signal,signal was also very strong 
1030,"Finally, I was able to get the device to link to the router (both blue lights), but the device did nothing to improve signal coverage in my home",signal,nothing to improve signal coverage 
1031,Purchased router and additional antennas to extend range/signal,signal,extended range 
1032,DIR-655 work fine for us so far - no dropped connections and signal much stronger than the old one,signal,dropped connections 
1033,This router constantly drops the wireless signal,signal,drops the wireless 
1034,Many times my laptop won't even detect a signal,signal,won't even detect a signal 
1035,The wireless has worked flawlessly and the signal is MUCH stronger than from my previous router,signal,signal is MUCH stronger 
1036,"<p>However, the wireless range and signal strength is downright pathetic",signal,signal strength is downright pathetic 
1037,Forget about trying to get a decent signal on another floor of your house,signal,try to get a decent signal 
1038,"Not only I can't access the internet from my desktop, my laptop can't find any wireless signal! [access, find] [wireless]
",signal,can't find any wireless signal 
1039,GPS navigation is based on the triangulation of the time signal delays from satellites and the atomic clock in Boulder CO,signal,triangulation of the time signal delays 
1040,The main reason I bought this is because of the several wireless appliances I have I hoped to use the range extender and antenna to cut through some interference and provide a better signal to a desktop that sometimes drops when some wireless cameras are on,signal,range extender and antenna to cut through some interference 
1041,"No need for a repeater; the main access point covers the entire house with a strong reliable signal, securely, with no dead spots",signal,strong reliable signal 
1042,"We live in a standard home with drywall interior walls with no insulation or other factors that would normally reduce the signal (large aquariums, bronze statues, etc",signal,reduce the signal 
1043,"We have a back bedroom aboout 40' away, and while we do get a weak signal on laptops (1-2 bars) we get no reception on the X-Box, Playstation or Samsung internet equipped TV located there",signal,get no reception 
1044,The signal strength is excellent but will go low for few seconds every 2-3 minutes causing you to logout and its really annoying,signal,signal strength is excellent 
