,review,Aspect,preds
3597,"That is, until I tried to configure the wireless network for it",wireless, tried to configure the wireless 
3598,"I'm not a newbie to wireless networking or networking in general (in fact, I managed a large CISCO-based WAN/LAN for 6 years)",wireless, not a newbie to wireless 
3599,I tried connecting with three different machines (each with a different wireless-g adapter) that worked fine on my old wireless router,wireless, different wireless-g adapter 
3600,"In addition to the wireless problems, the router would also drop my wired connections every so often just for the heck of it",wireless, drop my wired connections 
3601,Since you must setup the unit wirelessly (no ethernet connection is available) whatever wireless connection you are using to setup the unit must not be in range of any other wireless domain but your own,wireless, not be in range 
3602,"Whenever I tried to configure the unit using my wpc54g equiped laptop, my laptop would loose the original wireless connection to my network and connect to my neighbors wireless router instead of the wre54g",wireless, loose the original wireless connection 
3603,"The basic wireless (A/G/N) seems to work well, though the A/N range is disappointing",wireless, wireless (A/N range is disappointing 
3604,I eventually was able to get it to join with my existing linksys wireless network in a way that is not covered by the documentation,wireless, wireless network in a way  
3605,"its not the network cards fault, this computer was connected wireless from 3 stories up with the $30 Linksys, mind you, and cannot with a $120 peice of garbage",wireless, connected wireless 
3606,"I have tried changing the network cables, switching between wired and wireless connections, etc etc, but none of them helps",wireless, switching between wired and wireless 
3607,The only good thing I see with this is good wireless signal strength,wireless, good wireless signal 
3608,"After a series of tests on my modem, computer, laptop, wii, roommates laptop, iphone and other devices I realized it was definitely the wireless router",wireless,  wireless 
3609,"But, this is the third Linksys home wireless router I have bought over the last three years, and ALL of them have taken returning them, until I get one that is actually made correctly, and I spend hours tweaking them and becoming ""friends"" with the technical people at Linksys--most of whom are not the ""brightest pennies in the roll""",wireless, wireless router I have bought 
3610,"If you need a wireless router that works every time and your are not constantly unplugging it to reset it, spend more money and get one that works",wireless, wireless router that works 
3611,"I am out shipping, and without wireless service for two weeks 2) I pay non-refundable $17",wireless, without wireless 
3612,"The Belkin router won out for three reasons: First, it beat the D-Link in range (distance) tests: It was able to sustain a wireless signal across a greater distance and at a greater strength than the D-Link DIR-655",wireless, sustain a wireless signal 
3613,"Setup was easy, I got my internet connection up and running in about 5 minutes, and got all my wireless security settings up and running in another 15",wireless, connection up and running 
3614,"So for now I'm back on my trusty Linksys, without wireless support, but given the reliability I've experienced between the two brands, I'm going to buy a Linksys wireless router instead",wireless, without wireless 
3615,"It is fast, but I am not getting the extended wireless range that I had hoped",wireless, not getting the extended wireless range 
3616,"This router does work well out of the box and supports wireless, which works pretty much out of the box as well",wireless," wireless, which works pretty much out "
3617,It has very good router features as well as wireless security features,wireless, wireless security 
3618,com to read about the wireless security issue you will know that WEP is not secure and WPA is so much better and will become the new standard,wireless, wireless security issue 
3619,And believe me you could use a lot of them if you are new to wireless or like to try out different settings (like me),wireless, wireless or like to try out different settings 
3620,"<p>Note: On 9/16/2003, Linksys' web site has changed WRT54G's product description (you have to go the product tab->wireless router to see the new WRT54G) which added WPA feature",wireless, web site has changed 
3621,"Okay, I've been hunting for a wireless router for a long time",wireless, hunting for a wireless 
3622,<p>I purchased a router and a wireless USB access point so that I could connect my wife's laptop to the broadband internet connection we had set up,wireless, wireless USB access point 
3623,"I then brought my wife's laptop into the room and set up the wireless connection, which seemed to work fine",wireless, set up the wireless connection 
3624,"<p>Needless to say, I have returned the router and wireless access port to Amazon, at the cost of the shipping",wireless, returned the router and wireless access 
3625,"I don't know whether I am going to try another wireless product or not, but I do know that your company will have to work very hard to convince me that your products are worthy of my consideration in the future",wireless, have to work very hard  
3626,<p>CONS: (NOTE: I am using a linksys wireless 802,wireless, linksys wireless 
3627,#NAME?,wireless,  keys are dropped  
3628,"This device, (wired or wireless) only occasionally (1 of 10 times) lets you FTP files",wireless, wireless) only occasionally 
3629,"11b wireless router in the market, this is not worth the price or the trouble",wireless, wireless router in the market  
3630,Also the range on this router is crap I use to be able to go and mow my lawn while walking around w/ my droid connected wirelessly streaming music from Pandora with no problems now with this router I can not make it half as far as the 5 year old D-Link I had previously before the music cuts out to buffer,wireless, range on this router is crap 
3631,"As other people already mentioned, avoid this wireless router with the version number 4",wireless, avoid this wireless 
3632,"The next day, I couldn't get the DNS server to assign me an IP address when connecting though the wired or wireless port",wireless, couldn't get the DNS server to assign me an IP address 
3633,My laptop connects to other wireless routers with no problems but connecting to this netgear router is intermittent (even when I set my laptop right next to the router),wireless, wireless routers is intermittent 
3634,I have had (and still have) several wireless routers from different companies,wireless, wireless routers from different  
3635,I have two wireless connections and a wired computer to this router and I would have to recommend not purchasing this router,wireless, have two wireless connections 
3636,5 Ghz band has very good range and throughput and I haven't had any dropout problems like I did with the DIR-655 even after switching to the Ralink drivers and wireless manager,wireless, dropout problems 
3637,It offers WPA2 for wireless security and I was up and running under 5 minutes of turning it on,wireless, wireless security 
3638,If you are looking for a wireless router that has great hardware performance and is easy to setup and use this is a great product,wireless, wireless router that has great hardware 
3639,If you want a wireless router that has a lot of configuration options look elsewhere,wireless, wireless router that has a lot of options 
3640,Only good thing I have to say about linksys is their chat system reconnects instantly if router/wireless/internet goes down- and the subsequent session was able to reconnect with same rep and not have to regurgitate my history,wireless, linksys is their chat system reconnects instantly 
3641,"I bought this router as a replacement for my aging linksys wrt-54, and while the router is easy to setup and use, and the speed is pretty good when using a newer 'n' wireless capable machine, the featureset and stability is less than great",wireless, stability is less 
3642,"It will, in a time of between several minutes to 24 hours, cause the wga54g to lock up and lose it's internet connection, with the wireless light staying lit solidly",wireless, lose it's internet connection 
3643,"The WRE54g listed two MAC ID's, one for device itself and another one for my wireless devices to see on the network (At least that's what I think)",wireless, wireless devices to see 
3644,My wireless pc is two floors up,wireless, wireless pc is two floors  
3645,"Except, my wireless pc upstairs saw the device and the signal boost",wireless, wireless pc upstairs went upstairs 
3646,Just remember to reboot any other wireless pc's on the network and you should be good to go,wireless, reboot any other wireless 
3647,"For those looking to use this as a wireless repeater base station with Netgear's own wireless bridges, please note: WPA/WPA2 security is NOT supported, only WEP",wireless, wireless repeater base station 
3648,I replaced a Belkin Pre-N wireless router that I've used forever,wireless, replaced a Belkin Pre-N wireless 
3649,"It works great, took about 10 minutes to setup, and no problems getting to the VPN, and we finally have the option to connect wirelessly, which also works great",wireless, option to connect wirelessly 
3650,"I used it for about 3 months, for sharing a broadband internet connection at home, with very frequent resets, connection losts, I sometimes had to turn it off and on to get my laptop's wirelessly connected because it sometimes refuse to give me an ip address",wireless, connection lost 
3651,"If you need a wireless router, go with D-Link or Belkin instead",wireless, not have a wireless 
3652,"The Gateway is hardwired to the router, the laptop wireless via a Linksys wireless PC card",wireless, wireless via a Linksys wireless 
3653,"<p>HOWEVER, I could not access my corporate e-mail account with the laptop, either using the wireless Linksys PC card or using a hard-wired connection with the Dell's built in 10/100 3com NIC card",wireless, could not access my corporate e-mail 
3654,3 Went and changed my wireless properties to a static IP 192,wireless, changed my wireless  
3655,I'm a tech-head so naturally I wanted to go wireless just for the fun of it,wireless, wanted to go wireless 
3656,To make it more interesting I decided to extend my existing wired network with the Linksys wireless router,wireless, extending my existing wired network 
3657,So I plugged my network cable into the UPLINK port of my wired router and into the WAN port of my wireless router (there are 4 DOWNLINK ports and one WAN port,wireless, WAN port of my wired router 
3658,") Now, it would seem more logical to plug the network cable from UPLINK port to UPLINK port, but there isn't one on the wireless router",wireless, isn't one on the wireless 
3659,"<p>I connected with the router and proceeded to set it up; disabled DHCP, changed the local IP, modified the wireless security, etc",wireless, modified the wireless 
3660,"After a couple frustrating days I finally realized that DOWNLINK PORT 4 is the UPLINK PORT on the wireless router! [frustrating, realized, is] [wireless]
",wireless, wireless router! [frustrating 
3661,"I bought one of these, then had to go back to BB to purchase a LinkSys wireless router because my older Netgear wouldn't work with it",wireless, Netgear wouldn't work 
3662,Once the new router was up I once again went through the pain of programming the WRE54G but in the end it did nothing to extend my wireless network in our home,wireless, did nothing to extend my wireless 
3663,The laptop 100' from the wireless router and 10' from the WRE54G would constantly pick up the router instead of the Range Expander,wireless, WRE54G would constantly pick up the router 
3664,If my wife unhooks the laptop and moves closer to the wireless router she still has a network connection,wireless, unhooks the laptop 
3665,However even when it was set up it didn't do what it was supposed to - Extend the Range of my wireless network,wireless, Extend the Range of my wireless 
3666,my router is located about 40 feet from my customary notebook work area and i have frequently been unable to access internet through the wireless and had to use the desktop,wireless, unable to access internet through the wireless 
3667,"d-link dir 655 ""extreme"" n wireless router is definitely ""extreme""ly difficult",wireless," wireless router is definitely ""extreme""ly difficult "
3668,"I now have 4 computers on, 3 wireless and 1 ethernet",wireless, 3 wireless 
3669,The only firmware that [U][B]EVER[/B][/U] worked right on this router is the stock 31 firmware,firmware, firmware that [U][B][/U] worked right 
3670,"If you are a consumer and want this router to function as it should, do not bother with any firmware other than [B]1",firmware, bother with any firmware 
3671,The entire staff of Netgear firmware engineers should be fired,firmware, firmware engineers should be fired 
3672,<p>Some people have mentioned similar problems that went away after a firmware upgrade,firmware, firmware upgrade
3673,"Once the problem started showing up, I upgraded to the latest firmware",firmware, problem started showing 
3674,I had purchased the add on antennas to extend my range and had even experimented with third party firmware,firmware, extend my range 
3675,"Also, the hardware has gotten cheaper and apparently I couldn't run third party firmware on it",firmware, couldn't run third party firmware 
3676,I have used this product for almost a year and I have spent way too many hours trying to make the firmware work with my Apple systems,firmware, too many hours trying to make the firmware work 
3677,"It seems to be related to the firmware version, but the older version which didn't appear to have any issues can no longer be loaded into the router",firmware," firmware version, but the older version "
3678,"Also, you will not be able to use third party firmware with this version of the router",firmware, not be able to use third party firmware 
3679,"Don't forget to start by updating the firmware, because if you set everything up first then update the firmware, you will need to repeat the setup process since this firmware update restores everything back to the factory settings",firmware, firmware update restores everything 
3680,After much messing around with it -- searching the web for lessons learned -- upgrading firmware on my Linksys WAP -- I did manage to get it working without the WEP turned on,firmware, upgrading firmware 
3681,"6 months after the release of Windows XP, Linksys is yet to release a firmware update to address Windows XP UPnP issues",firmware, has yet to release a firmware 
3682,Because I upgraded to the G rougter from the slower B router a week ago and of course the first thing I did was to visit the Linksys website and download the most current firmware for my new router (3 point something),firmware, download the most current firmware 
3683,"I thought I was doing the prudent thing but little did I know that Linksys would sell me a supposedly compatible product that would not run with anything but a specific, not to mention somewhat older version of the router's firmware",firmware, older version 
3684,"The tech asked what firmware version I had and I told him whatever the most recent version was on their webste, 3 point something",firmware, tech asked what firmware version 
3685,I again told him that several people had reported problems by using any version of firmware other than 2,firmware, problems by using any version of firmware 
3686,2 and that once they found a way to downgrade to that exact firmware version the expander worked fine,firmware, downgrade to that exact firmware 
3687,"02 firmware level, but this WRE54G does NOT support WPA encryption, which the WRT54G does",firmware, WRE54G does NOT support WPA encryption 
3688,I will say that I haven't upgraded to the current firmware yet but give me a break,firmware, firmware yet 
3689,"should somone have to upgrade the firmware on a device into version 4 just to get the stupid thing to stay connected to the Internet, keep from stalling every 30 seconds into a download, dropping tons of packets, timing out every minute on streaming audio, etc, etc, etc? [somone, have, upgrade, get, stay, connected, keep, stalling, dropping, timing, streaming] [stupid]
",firmware, stalling every 30 seconds 
3690,This was with the latest Linksys firmware update,firmware, Linksys firmware 
3691,"I upgraded the firmware, tried different cables, moving it to another location, everything, and nothing worked",firmware," firmware, tried different cables "
3692,"I have also seen many websites offering this suggestion and that, tweaking the connection software, upgrading firmware, blah blah blah, but honestly, how hard does it have to be to get my wireless network up and running",firmware, hard does it have to be 
3693,"<p>UPDATE: Linksys released updated firmware a month later, which fixed most of the router's stability problems",firmware, firmware a month later 
3694,"I checked out their website, and there are firmware files for 1",firmware, there are firmware 
3695,"<p>Overall, I will say that the product does work as expected, once you update the firmware to the latest version",firmware, firmware to the latest 
3696,If you want to change the firmware you are better off buying the WRT54GL,firmware, change the firmware 
3697,"When I upgraded the firmware to the latest version, the router started dropping wireless connections, rebooting randomly, etc",firmware, dropping wireless 
3698,DLink doesn't allow you to go back to the previous firmware version either,firmware, not allow you to go back to the previous firmware 
3699,"Maybe, given enough time, they will come out with a firmware that makes this thing work, but I got tired of waiting",firmware, not come out with a firmware 
3700,"The agent also told me to never update firmware through GUI because that could ""destabilize"" the device :-) They do provide RMA (after extensive phone troubleshooting), but you'd have to pay $30 in case you'd like a replacement device being delivered the next day",firmware, never update firmware 
3701,"Because of the initial set-up issues, I am afraid to perform any maintenance as a firmware upgrade, enable other features, etc",firmware, not perform any maintenance 
3702,DLink support told me not to upgrade firmware unless I have real problems,firmware, not to upgrade firmware 
3703,Pros: Large Screen Easy input of addresses Connectivity for upgrading system and maps Fairly quick download times (30 minutes for both the firmware and map) Cons: Touch screen is buggy Glare on the LCD Clunky interface Poor routing capability Inaccurate listing of some addresses,firmware, screen is buggy 
3704,I even looked for a firmware update their was none available,firmware, firmware update their was none 
3705,"D-Link technical support could not fix, either through firmware update, configuration changes or with a replacement router",firmware, technical support could not fix 
3706,"Even after upgrading to the latest firmware, the DHCP server constantly drops the IPs from my computers",firmware," firmware, the DHCP server constantly drops "
3707,"2 of the technicians told me to upgrade the firmware (which was already upgraded) and to reset, so many times, that I got extroadinarily frustraqted and asked to talk to a manager",firmware, firmware (which was already upgraded 
3708,"04 of the firmware loaded, I could manually input the device MAC address into a field provided and the device worked fine with WEP encryption",firmware, could manually input the device MAC address 
3709,"And yes, I was using latest firmware bit the bullet and ran wire directly to the room with the week signal and do not regret the effort",firmware, firmware bit the bullet 
3710,"There are many supposed after market firmwares for this router, but none of them work on Version 6",firmware, none of them work 
3711,"3) I upgraded to the latest firmware as of Nov 2008, still tons of issues, it works after I reboot cleanly for 5 mins or so, then wireless connections keep falling very frequently especially if I'm using more than 1 wireless or wired connection, also my PS3 and Vonage were not performing as well as before",firmware, wireless connections keep falling 
3712,I have updated it to the latest firmware using the Garmin Updater tool and still it has problems,firmware, updated it to the latest firmware 
3713,"Luckily, my girlfriend who is rather computer literate ( I am semi)  bought one of these units a few weeks ago and was able to guide me through the quirky set up using the web site to update the firmware and the maps",firmware, quirky set up using the web site 
3714,So I upgraded the firmware to the newest v1,firmware, upgraded the firmware 
3715,After upgrading the drivers and firmware a few times and e-mailing tech support for some setting tips it now works fine,firmware, firmware a few times 
3716,Linksys is supposed to support PPPoE beginning with firmware version 1,firmware,Linksys is supposed to support PPPoE 
3717,<p>The current firmware version is 1,firmware, firmware version is 1
3718,While I applaud Linksys updating their firmware frequently I was not happy waiting for the PPPoE support to be fixed and already returned the unit,firmware, updating their firmware frequently 
3719,The problem has gotten worse - I have installed the latest firmware for this router - still loses its signal every five to ten minutes,firmware, loses its signal 
3720,"After 5 HOURS on the phone with 4 different ""tech support"" experts, they had me upgrading firmware, then downgrading firmware, and finally running my cable from the modem thru a 10base-t hub",firmware, downgrading firmware 
3721,"Interestingly enough I have had 2 ""firmware"" upgrades that the router identified that it needed within this period of time, which I think is odd",firmware," ""firmware"" upgrades "
3722,I downloaded the new firmware at least 3 times,firmware, firmware at least 3 times
3723,I decided to try the latest firmware (1,firmware, decided to try the latest firmware 
3724,I went back to the older firmware (1,firmware, went back to the older firmware 
3725,I used the built-in utility to check the firmware and it told me that I already had the latest,firmware, check the firmware 
3726,"In a final attempt to get the thing to work, I updated the firmware to version 1",firmware, updated the firmware 
3727,"1) I bought this product for the SecureSpot feature and found out only after a very long, frustrating discussion with a less-than willing Customer Help Desk that SecureSpot is not yet available on the Rev B Hardware, and DLink has no idea when it will be added to the firmware",firmware, SecureSpot is not yet available 
3728,"Before this, I owned a Netgear router that was working great, until I bought new vista computers, and Netgear decided not to upgrade their firmware to be vista-compliant",firmware, not to upgrade their firmware 
3729,"The sad but fated conclusion: A new firmware promised to fix the bug, so I thought I'd be a power user and download it",firmware, firmware promised to fix 
3730,"Note to Linksys: if your firmware download page has seven or more downloads specifically for the WRT54G, you should give the end-user an obvious link telling them how to determine which WRT54G to use",firmware, firmware download page has seven or more downloads 
3731,"I submitted the firmware up to the router, and it went to a blank page that said, ""Don't interrupt this",firmware, blank page 
3732,"After 15 minutes, the page hadn't auto-refreshed, so I opened another tab and logged in, and the router was chugging along with the old firmware",firmware, old firmware 
3733,"Well, I won't invite armchairing by further details, except to state that the router briefly reported itself as running the new firmware, but still wouldn't DHCP my wireless devices, then wouldn't DHCP my wired device, and finally wouldn't respond at all (brick had been achieved)",firmware, wouldn't DHCP my wireless 
3734,"The firmware is the latest version, tried cycling power several times with no luck",firmware, firmware is the latest version 
3735,"I tried upgrading the firmware, playing with the frequencies, the speeds, disabling the 5GHz options, and it continued",firmware, tried upgrading the firmware 
3736,I have downloaded the firmware and upgraded it; actually replaced it since my device shipped with the most current version supposedly already loaded,firmware, firmware and upgraded it 
3737,After firmware upgrade it works well for normal router and WAP functions,firmware, firmware upgrade it works well 
3738,I would definitly avoid this unti untill a few firmware updates are out,firmware, unti untill a few firmware updates 
3739,"I then followed the instructions on the two top-rated posts (basically disabling security, downloading and upgrading firmware, then re-enabling security)",firmware," software, then re-enabling security "
3740,So here's what I suggest: #1  Make sure you have downloaded the latest firmware for your router and the range expander,firmware, Make sure you have downloaded the latest firmware 
3741,"Then suddenly for no reason ever 10 seconds i would lose connectivity ,  I tried everything I reset, updated the firmware installed some hacked firmware",firmware, lose connectivity 
3742,"After a few hours the NetGear WNDR3700 went offline, amber light, and through various attempts cannot connect wirelessly, via cable, update firmware or even reset default factory settings to troubleshoot issues with the router",firmware, cannot connect wirelessly 
3743,"The hardware is worse than version 2, which was good because it allowed installation of custom firmware",firmware, hardware is worse 
3744,"Now it is impossible, you have to stay with the company's firmware, which is plainly bad",firmware," firmware, which is plainly bad "
3745,"33 or higher firmware, it makes it lots easier",firmware," firmware, it makes it "
3746,"He sent me advice, firmware updates, and we emailed repeatedly and found solutions to the problems",firmware," firmware updates, and we emailed repeatedly "
3747,"I isolated it to the USB storage, a bug that was supposedly fixed in the latest firmware but was apparently not fixed",firmware, bug in the latest firmware 
3748,"D-Link is no longer supporting this product with firmware updates, so based on the above mentioned issues and the lack of future firmware updates to fix some obvious bugs, I can't recommend this product",firmware, lack of future firmware 
3749,It might be a hardware problem and it cannot be fixed by firmware upgrade,firmware, firmware upgrade
3750,"After contacting COX they said I may need to upgrade Firmware on Netgear router, so I downloaded the latest firmware and upgraded router",firmware, firmware and upgraded 
3751,"Installation was easy, firmware had to be upgraded to the latest one (laptop refused to connect without that)",firmware, firmware had to be upgraded 
3752,I couldn't  connect to it from my PC to upgrade the firmware because it was stuck in  self-test mode,firmware, firmware because it was stuck in 
3753,"Yes, I updated the firmware, first day installed",firmware, updated the firmware 
3754,"(Why doesn't this come with the most recent firmware? [does, come] [recent]
",firmware, doesn't this come with the most recent firmware 
3755,"Anyway, he gave up after 30 minutes, and said I'd have to upload new firmware to the router",firmware, have to upload new firmware 
3756,"I tried downloading and installing new firmware, and the router wouldn't except any update",firmware, router wouldn't except any 
3757,"would you believe that their tech rep said he would email me the firmware update, eventhough I couldn't access email (that was why I was calling him)",firmware, couldn't access email 
3758,So I went to netgear's website to download the latest firmware,firmware, netgear's website is closed 
3759,"With the firmware image ready, my next task was to get the Netgear device back up and running so I could access its setup page",firmware, firmware image ready 
3760,"Anyway, I got the thing to boot, and loaded the new firmware image on it, then restarted the router",firmware, loaded the new firmware 
3761,"On the failure page that results, you can find a link that takes you to the ""basic settings"" section, which is essentially the menu system the old firmware used to set up the router",firmware, old firmware 
3762,"Like I said, though, I planned to replace the stock Netgear firmware with DD-WRT to get those advanced features",firmware, replace the stock Netgear firmware 
3763,"Don't consider this router, though, if you want to run an alternate firmware or are looking for a router with more advanced features",firmware, alternate firmware 
3764,However the firmware upgrades from d-link made the router less and less favorable -- they're buggy and hard to get everything set up correctly,firmware, firmware upgrades from d-link made the router less favorable 
3765,"The worst -- the latest firmware upgrade bricked my router and the built-in emergency backup system failed to bring the router back to life! [bricked, failed, bring] [worst, latest, built-in]
",firmware, firmware upgrade bricked my router 
3766,"<p>The professional technician who installed the router and network card spent about 5 hours trying to tweak it, including downloading updated firmware from Linksys, but to no avail",firmware, firmware from Linksys 
3767,"However, I have to take 2 stars off for lack of stability, ESPECIALLY with recent firmware upgrades",firmware, firmware upgrades
3768,"Some versions of the firmware don't play World of Warcraft - miscalculates the checksum for a particular packet, leading to the game being a 'ghost town'",firmware, firmware don't play 
3769,First thing I did was updating the firmware,firmware, updating the firmware 
3770,I was very pleased that the newest version of the firmware includes WPA,firmware, firmware includes WPA
3771,I was hoping the newest firmware would fix the problem but it didn't,firmware, firmware would fix the problem 
3772,"When I chatted with the Linksys support, he claimed there were only firmware differences",firmware, there were only firmware 
3773,"<p>Most recent firmware you say? [say] [Most, recent]
",firmware, firmware you say? 
3774,"Other folks suggested a new beta version of the firmware, but it still has lockup issues too",firmware," firmware, but it still has lockup "
3775,"I'm a computer engineer by training and tried everything I could think of - changing the the channels (one by one), updating the firmware to v10, hardware reset, playing with the preamble and tuning other parameters - all to no avail",firmware, updating the firmware 
3776,<p>I've tried a half dozen different versions of Linksys' firmware versions,firmware, different versions of Linksys' firmware 
3777,"I've upgraded the firmware, but that only established the connection until the next day when it failed again",firmware, established the connection 
3778,"If you have the WRT54G router, go to Linksys and download the latest version of the firmware",firmware, link the latest version 
3779,"I've seen 2 firmware updates, but neither made any apparent improvement in stability or features",firmware," firmware updates, but neither made any apparent improvement "
3780,"Apparently the hardware is good but the setup software, firmware and tech support are abysmal",firmware, firmware and tech support are abysmal 
3781,"I'm guessing that this problem can be resolved via a future firmware update from Linksys, but who knows when that is coming",firmware, problem can be resolved 
3782,Linksys must perform little or no quality review of their firmware,firmware, no quality review 
3783,The signal strength problem that lead to my purchase was due to a bug in my WRT54g's firmware (2,firmware, signal strength problem 
3784,"4 firmware, I am currently running at between about 36% and 52% signal strength, which provides a minimum of 36 mbps, higher than the maximum 27 mbps (54/2) that the WRE54g can deliver",firmware, can't signal 
3785,"I guess the setup CD makes a great frisbee - it certainly does not help with setup, as it couldn't detect the WRE54g, even with WEP and MAC filtering off, and broadcast SSID on, and using a wrt54g router having the latest firmware downloaded from Linksys (2",firmware, couldn't detect the WRE54g
3786,I checked the website and noted the existence of new firmware,firmware,  website and noted the existence 
3787,The new firmware's date was 6/8/04,firmware, firmware's date was 6/8/
3788,"04) date was 5/8/04, so I thought the new firmware would help things",firmware, firmware would help 
3789,"Too bad the link on Linksys's website resulted in the download of yet another useless version of the WRE54g setup utility, no firmware included",firmware, no firmware 
3790,"Here's what Wikipedia has to say about this device: ""Known issues As shipped, the Linksys firmware crashes under heavy peer-to-peer network traffic, such as BitTorrent",firmware, firmware crashes 
3791,"Briefly, it involves installing a 3rd party firmware",firmware, firmware
3792,And there's not enough memory in this thing to install a full version of DD-WRT (3rd party firmware) so you're essentially SOL,firmware, firmware) so you're essentially SOL
3793,"After about 10 failed attempts, I managed to flash it to newer firmware",firmware, failed attempts 
3794,When an firmware upgrade was available (1,firmware, firmware upgrade was available 
3795,"Tech suppport was reasonable, gave a few firmware updates, but didn't help",firmware," firmware updates, but didn't help "
3796,Also it's no wonder that this company releases so many firmware updates and hardware revisions,firmware, releases so many firmware updates 
3797,"VXWorks Junk, September 8, 2006 Reviewer: Bryan Garrett ""skunkwerx"" - See all my reviews Do NOT purchase this unit thinking you will be able to upgrade the firmware",firmware, not purchase this unit 
3798,This is NOTHING like the old versions of the WRT54G and GS routers that would allow opensource firmware with lots of flexibility,firmware, notHING like the old versions 
3799,The first tech thought I needed to upgrade the firmware and told me where to download and to call back if I needed more help,firmware, upgrade the firmware 
3800,240 (user blank and password admin) in my web browser and connect to the expander where I could install the new firmware,firmware, not connect to the expander 
3801,"It took me a bit to work out what was going on because I initially left the neigbours IP settings in manual (which is fine when intalling the firmware) but after using the setup disk you need to go back to automatic! [took, work, was, going, left, is, intalling, using, need, go] [fine, automatic]
",firmware, intalling the firmware 
3802,"The firmware which came out on the 29th January does not help resolve the problem, although they claimed that it will solve some compatibility issues with CISCO chipsets, etc",firmware, firmware which came out on the 29th January does not help 
3803,Nor would it accept a firmware upgrade (this was a V4 running the 1,firmware, accept a firmware upgrade 
3804,but would not come close to saying they had bad hardware or firmware,firmware, bad hardware 
3805,Perhaps it is just the recent Hardware version 4 and the firmware,firmware, firmware
3806,"Also, contact Linksys to get the latest firmware to update the extender -- the updated one supports security better",firmware, firmware to update the extender 
3807,I am also having great difficulty trying to install a third party firmware on the router,firmware, difficulty trying to install a third party firmware 
3808,"This router was a gift; I have set it up with the factory firmware and no one complained about the WiFi a signal dropping, or slow connection speed",firmware, slow connection 
3809,"Also, the features don't come close to the terrific Trendnet firmware -- for example, port forwarding only allows you to forward the same port on the WAN side as LAN side (I usually forward port 222 to port 22 on one machine and 223 to 22 on another)",firmware, don't come close to the terrific Trendnet firmware 
3810,"I called the tech support and they helped me install new firmware, but this did not solve the problem",firmware," firmware, but this did not solve "
3811,<p>I ended up performing a firmware upgrade and re-configuring the router,firmware, firmware upgrade 
3812,"No change, nothing worked (I had DL the latest firmware upgrade for the V5 hardware (1",firmware, the latest firmware upgrade 
3813,"After all this time, the tech tells me that the hardware is new (WRT54G v5) and that there are known bugs, these are two, and the Linksys is working hard to come up with updated firmware",firmware, Linksys is working hard 
3814,The only thing that was different wast he firmware,firmware, only thing that was different 
3815,"After a lot of work they had me change my firmware to an older version, 1",firmware, change my firmware 
3816,The process of upgrading the firmware went like this: 1) Upgrade firmware throught the IE interface,firmware, Upgrade firmware 
3817,"2) Push in & hold the reset button for 30 seconds 3) Unplug & replug the router 4) Re-enter my settings (because of the reset) The first time I upgraded the firmware, they skipped step 2! [Push, hold, replug, Re-enter, upgraded, skipped] [first]
",firmware, reset button 
3818,"So I don't know if it's the firmware version or if it's reseting the router, but my main constant dropped problem is solved",firmware, constant dropped problem 
3819,"After trying this for a couple of weeks I'll upgrade to the current firmware to see which of these 2 is the cause of the problem, as well as seeing if it fixed my OLD problem of having to restart the router  a couple of times a week",firmware, problem of having to restart the router 
3820,"As a result, you won't be able to flash it with third party firmwares",firmware, won't be able to flash it 
3821,"After she suggested I 'kindly' update my firmware, my set up wizard crashed and I couldn't access half of the router's website anymore! [suggested, update, set, crashed, access] [website]
",firmware, crashed and I couldn't access half of the router 
3822,"Followed instructions to upgrade firmware (shipped in 2012, but had older 2009 version it it? [Followed, upgrade, shipped, had] [older]
",firmware, firmware (shipped)
3823,"I have tried moving the router to a different physical location, changing the wireless communication channel, and upgrading the firmware from the Netgear website",firmware, upgrading the firmware 
3824,"A few years ago, I was one of the unlucky 'early adopters' of a Linksys 4 port router (wired type) and, for almost a year, had to endure continuous firmware updates before Linksys got that router's problems fixed",firmware, endure continuous firmware updates 
3825,Two phone calls were made to Linksys tech support during which a firmware update to the 54G router and multiple resets of my cable modem and the 54G and reboots of my computer were required to get the 54G to connect on the WAN/Internet side of the router to the cable modem,firmware, firmware update to the 54G router 
3826,"For anyone using older firmware, I recommend upgrading it by grabbing the image from the Linksys site",firmware," firmware, I recommend upgrading "
3827,the product failed after a firmware upgrade,firmware, firmware upgrade
3828,"I tried downloading the latest firmware, but to no avail",firmware," firmware, but to no avail"
3829,"If Linksys would release reliable firmware for this router, I'd give it 4-5 stars",firmware, release reliable firmware 
3830,"""  After having some other problems, I took it back and the vendor upgraded the firmware",firmware, firmware
3831,"Then today, after being instructed to reset the router, it got stuck in a mode where it only wanted a firmware upgrade (there was no apparent way out of this)",firmware, got stuck in a mode 
3832,Worked great until the new firmware that installs SecureSpot,firmware, not have the new firmware 
3833,You may ask why not go back to the old firmware,firmware, not go back 
3834,"So, overall, I have to give this excellent piece of hardware 2 stars because of D-Link's awful recent firmware and support",firmware, awful recent firmware 
3835,"If it was possible to revert to an older firmware, perhaps I would feel differently, but I have been forced to replace the router with a non-D-Link device as I work from home and need reliable internet connectivity and VOIP",firmware, need reliable internet connectivity 
